age,gender,place_type,hobby,climate,health_issues,selected_place
21,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
32,female,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
32,male,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
61,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
36,male,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
20,female,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
43,female,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
57,male,['Nature'],['Photography'],Tropical,['Asthma'],Udawattakele Forest Reserve
72,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
77,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
14,other,['Nature'],['Photography'],Tropical,"['Back Pain', 'Asthma']",Hanthana Mountain Range
9,other,['Beach'],['Relaxation'],Tropical,['Asthma'],Mirissa Beach
63,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
79,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
67,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
42,other,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
46,female,['Nature'],['Hiking'],Tropical,"['Back Pain', 'Asthma']",Hanthana Mountain Range
46,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
79,male,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
64,other,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
78,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
63,female,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
40,male,['Nature'],['Photography'],Tropical,[],Kandy Lake
35,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Gadaladeniya Temple
23,male,['Nature'],['Photography'],Tropical,['Asthma'],Udawattakele Forest Reserve
11,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
15,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
64,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
58,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
71,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
36,male,['Nature'],['Photography'],Tropical,[],Kandy Lake
50,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
27,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
60,other,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
22,other,['Nature'],['Hiking'],Tropical,"['Back Pain', 'Asthma']",Hanthana Mountain Range
70,other,['Beach'],['Surfing'],Tropical,['Asthma'],Mirissa Beach
43,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
56,female,['Nature'],['Hiking'],Tropical,[],Hanthana Mountain Range
46,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
61,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
29,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
46,female,['Nature'],['Photography'],Tropical,"['Back Pain', 'Asthma']",Hanthana Mountain Range
67,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
38,male,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
32,other,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
51,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
55,male,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
74,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Temple of the Tooth
50,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
51,female,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
65,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Gadaladeniya Temple
13,male,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
16,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
76,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
11,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
44,female,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
75,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
68,male,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
62,female,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
58,female,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
33,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
43,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
50,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
8,male,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
47,female,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
47,female,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
41,female,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
30,other,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
38,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
62,male,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
25,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
24,male,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
69,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
58,other,['Nature'],['Photography'],Tropical,"['Back Pain', 'Asthma']",Hanthana Mountain Range
16,female,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
27,other,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
65,other,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
69,male,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
34,other,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
50,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
10,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
10,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
50,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
72,other,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
6,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
23,female,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
45,other,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
10,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
15,other,['Nature'],['Hiking'],Tropical,['Asthma'],Udawattakele Forest Reserve
43,other,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
15,female,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
54,male,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
53,other,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
24,male,['Nature'],['Photography'],Tropical,[],Kandy Lake
73,male,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
78,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
25,female,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
25,male,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
29,male,['Nature'],['Photography'],Tropical,[],Kandy Lake
29,male,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
61,other,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
27,other,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
19,female,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
45,other,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
42,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
22,female,['Nature'],['Hiking'],Tropical,[],Hanthana Mountain Range
44,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
56,male,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
60,other,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
37,male,['Religious'],['Photography'],Tropical,['Back Pain'],Bahirawakanda Vihara Buddha Statue
48,male,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
45,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
38,other,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
17,male,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
22,male,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
67,male,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
32,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
59,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
79,male,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
42,male,['Nature'],['Photography'],Tropical,[],Kandy Lake
25,male,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
38,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
72,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
23,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
62,other,['Nature'],['Photography'],Tropical,[],Kandy Lake
60,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
32,female,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
48,other,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
76,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
45,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
56,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
42,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
7,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
15,female,['Nature'],['Photography'],Tropical,['Asthma'],Udawattakele Forest Reserve
78,female,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
10,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
38,other,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
40,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
54,other,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
20,female,['Beach'],['Surfing'],Tropical,['Asthma'],Mirissa Beach
67,male,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
37,male,['Beach'],['Surfing'],Tropical,['Asthma'],Mirissa Beach
23,other,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
36,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
55,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
12,female,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
36,male,['Nature'],['Hiking'],Tropical,[],Hanthana Mountain Range
23,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
63,male,['Nature'],['Photography'],Tropical,['Asthma'],Udawattakele Forest Reserve
36,male,['Beach'],['Relaxation'],Tropical,['Asthma'],Mirissa Beach
61,female,['Nature'],['Photography'],Tropical,[],Kandy Lake
19,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
70,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
6,other,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
56,female,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
40,female,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
39,female,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
22,other,['Nature'],['Photography'],Tropical,[],Kandy Lake
77,male,"['Religious', 'Historical']",['Photography'],Tropical,['Back Pain'],Temple of the Tooth
51,female,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
15,male,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
12,other,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
79,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
5,other,['Nature'],['Hiking'],Tropical,[],Hanthana Mountain Range
16,female,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
38,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
11,male,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
5,male,['Nature'],['Photography'],Tropical,[],Kandy Lake
62,male,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
39,male,['Religious'],['Sightseeing'],Tropical,['Back Pain'],Bahirawakanda Vihara Buddha Statue
48,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
12,female,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
64,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
22,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
33,male,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
67,female,"['Religious', 'Historical']",['Photography'],Tropical,['Back Pain'],Gadaladeniya Temple
16,female,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
21,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
24,male,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
42,male,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
56,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
54,other,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
53,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
10,female,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
35,male,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
22,other,['Nature'],['Hiking'],Tropical,"['Back Pain', 'Asthma']",Hanthana Mountain Range
49,other,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
31,female,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
71,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
21,other,"['Religious', 'Historical']",['Photography'],Tropical,['Back Pain'],Gadaladeniya Temple
11,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
54,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
68,other,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
64,other,['Nature'],['Photography'],Tropical,[],Kandy Lake
50,male,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
63,female,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
56,female,['Nature'],['Photography'],Tropical,"['Back Pain', 'Asthma']",Hanthana Mountain Range
77,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
27,female,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
69,other,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
74,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Temple of the Tooth
38,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
12,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
42,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
10,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
41,female,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
49,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
34,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
53,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
57,male,['Beach'],['Surfing'],Tropical,['Asthma'],Mirissa Beach
71,male,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
67,other,['Beach'],['Surfing'],Tropical,['Asthma'],Mirissa Beach
71,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
47,male,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
23,male,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
79,female,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
55,female,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
39,female,"['Religious', 'Historical']",['Photography'],Tropical,['Back Pain'],Gadaladeniya Temple
17,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
42,other,['Religious'],['Photography'],Tropical,['Back Pain'],Bahirawakanda Vihara Buddha Statue
45,female,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
17,female,"['Religious', 'Historical']",['Photography'],Tropical,['Back Pain'],Gadaladeniya Temple
76,male,['Nature'],['Photography'],Tropical,[],Kandy Lake
38,female,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
71,other,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
28,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
7,other,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
23,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
58,other,['Nature'],['Hiking'],Tropical,[],Hanthana Mountain Range
63,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
62,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
64,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
30,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
77,female,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
77,other,['Nature'],['Photography'],Tropical,[],Kandy Lake
75,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
69,female,"['Religious', 'Historical']",['Photography'],Tropical,['Back Pain'],Temple of the Tooth
39,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
10,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
30,female,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
20,female,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
11,male,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
38,female,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
12,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
24,male,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
31,other,['Beach'],['Relaxation'],Tropical,['Asthma'],Mirissa Beach
74,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
60,male,['Nature'],['Hiking'],Tropical,[],Hanthana Mountain Range
71,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
56,female,['Nature'],['Hiking'],Tropical,[],Hanthana Mountain Range
24,other,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
64,other,['Beach'],['Surfing'],Tropical,['Asthma'],Mirissa Beach
16,female,['Nature'],['Hiking'],Tropical,['Asthma'],Udawattakele Forest Reserve
53,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
61,other,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
42,female,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
38,other,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
32,other,['Nature'],['Photography'],Tropical,['Asthma'],Udawattakele Forest Reserve
8,male,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
14,other,"['Religious', 'Historical']",['Photography'],Tropical,['Back Pain'],Temple of the Tooth
36,female,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
15,male,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
15,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Temple of the Tooth
77,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
70,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
29,female,['Nature'],['Hiking'],Tropical,"['Back Pain', 'Asthma']",Hanthana Mountain Range
38,female,['Beach'],['Relaxation'],Tropical,['Asthma'],Mirissa Beach
52,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Temple of the Tooth
17,male,['Nature'],['Photography'],Tropical,[],Hanthana Mountain Range
15,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
68,female,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
14,other,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
34,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
21,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
63,male,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
33,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
53,male,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
39,other,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
16,other,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
77,other,['Nature'],['Hiking'],Tropical,['Asthma'],Udawattakele Forest Reserve
58,male,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
29,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
54,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
32,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
18,male,['Religious'],['Sightseeing'],Tropical,['Back Pain'],Bahirawakanda Vihara Buddha Statue
41,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
45,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
70,male,['Nature'],['Photography'],Tropical,[],Kandy Lake
67,male,['Beach'],['Relaxation'],Tropical,['Asthma'],Mirissa Beach
70,female,['Nature'],['Hiking'],Tropical,"['Back Pain', 'Asthma']",Hanthana Mountain Range
11,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Gadaladeniya Temple
67,female,['Religious'],['Sightseeing'],Tropical,['Back Pain'],Bahirawakanda Vihara Buddha Statue
45,other,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
24,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
46,male,['Beach'],['Surfing'],Tropical,[],Mirissa Beach
18,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
15,other,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
23,female,['Nature'],['Photography'],Tropical,[],Kandy Lake
56,female,['Nature'],['Photography'],Tropical,[],Kandy Lake
73,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Gadaladeniya Temple
58,male,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
40,female,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
41,female,['Beach'],['Relaxation'],Tropical,['Asthma'],Mirissa Beach
55,male,['Religious'],['Photography'],Tropical,[],Bahirawakanda Vihara Buddha Statue
71,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
26,female,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
66,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
75,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
64,male,"['Religious', 'Historical']",['Photography'],Tropical,['Back Pain'],Gadaladeniya Temple
25,male,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
25,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Gadaladeniya Temple
15,female,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
43,male,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
33,female,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
8,female,['Beach'],['Relaxation'],Tropical,['Asthma'],Mirissa Beach
44,other,['Historical'],['Photography'],Tropical,[],Royal Botanical Gardens
23,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
6,male,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
13,female,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
20,male,['Nature'],['Photography'],Tropical,[],Udawattakele Forest Reserve
54,female,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
31,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Temple of the Tooth
26,other,['Historical'],['Relaxation'],Tropical,[],Royal Botanical Gardens
7,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
57,male,['Nature'],['Photography'],Tropical,[],Kandy Lake
65,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
16,other,"['Educational', 'Historical']",['Sightseeing'],Tropical,[],Peradeniya University
42,other,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
66,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
58,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
57,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,['Back Pain'],Temple of the Tooth
20,male,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
49,female,"['Religious', 'Historical']",['Photography'],Tropical,['Back Pain'],Temple of the Tooth
58,female,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
15,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
54,male,['Nature'],['Hiking'],Tropical,[],Hanthana Mountain Range
53,female,['Beach'],['Relaxation'],Tropical,[],Mirissa Beach
27,other,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
37,male,['Nature'],['Hiking'],Tropical,['Asthma'],Udawattakele Forest Reserve
77,other,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
62,female,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
20,male,"['Historical', 'Educational']",['Sightseeing'],Tropical,[],Ceylon Tea Museum
30,male,"['Religious', 'Historical']",['Photography'],Tropical,[],Temple of the Tooth
46,female,['Religious'],['Sightseeing'],Tropical,[],Bahirawakanda Vihara Buddha Statue
45,male,['Religious'],['Photography'],Tropical,['Back Pain'],Bahirawakanda Vihara Buddha Statue
50,female,['Nature'],['Hiking'],Tropical,[],Udawattakele Forest Reserve
24,other,"['Religious', 'Historical']",['Sightseeing'],Tropical,[],Temple of the Tooth
54,male,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
72,other,['Historical'],['Photography'],Tropical,[],Commonwealth War Cemetery
27,other,['Beach'],['Surfing'],Tropical,['Asthma'],Mirissa Beach
52,male,['Nature'],['Relaxation'],Tropical,[],Kandy Lake
